ID,Kaynak,İcerik,Kategori
22.0,Madde 3,"Bu Kanunun kapsamına giren nitelikte bir işyerini kuran, her ne suretle olursa olsun devralan, çalışma konusunu kısmen veya tamamen değiştiren veya herhangi bir sebeple faaliyetine son veren ve işyerini kapatan işveren, işyerinin unvan ve adresini, çalıştırılan işçi sayısını, çalışma konusunu, işin başlama veya bitme gününü, kendi adını ve soyadını yahut unvanını, adresini, varsa işveren vekili veya vekillerinin adı, soyadı ve adreslerini bir ay içinde bölge müdürlüğüne bildirmek zorundadır.",Genel Bilgilendirme ve Diğer
58.0,csgb/SSS,Çalışanların raporla belgelenmiş sağlık nedenlerine dayalı işe devamsızlıklarında işveren tarafından ücret ödenir mi?,"Ücret, Fazla Mesai ve Yan Haklar"
164.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,Taşeron bir firmada çalışıyorum ve sosyal hakları 1 yıl dolduğunda almaya başlıyorsun.Benim yaklaşık 6 ay oldu ve ekimde 1 sene olacak.Tabi bayram falan geçmiş olacak onların parasını alamayacağım.Bana bir arkadaşımın dediği eğer yılın dolarsa sosyal haklarını yıl sonunda almadığın bayram parası vs vs onlarıda ödemeleri zorunlu dedi acaba bu konuda beni bilgilendirir misiniz ?,"Ücret, Fazla Mesai ve Yan Haklar"
130.0,csgb/SSS,Ulusal bayram ve genel tatil günlerinde çalışılması halinde işçinin ücreti nasıl ödenir? ödenir?,"Ücret, Fazla Mesai ve Yan Haklar"
38.0,Madde 18/3-d,İşveren aleyhine idari veya adli makamlara başvuruda bulunmak işçinin işten çıkarılması için geçerli bir sebep değildir.,İşe İade ve İş Güvencesi
160.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,Çalıştığımız yerden her hangi bir sebep dahilinde işverene haber vermeden hemen ertesi gün ayrılırsak bu konuda bir ceza vs ödermiyiz? Çalışılan yerden belirli bir süre ihbarı olmaksınız kovulduğumuzda işverenin çalışılan yıla göre size ihbar tazminatı ödemesi söz konusu. Benim sorduğum soru bu durumun tam tersi de geçerli midir?,Kıdem ve İhbar Tazminatı
2.0,Madde 24,"İşçinin haklı nedenle derhal fesih hakkı; sağlık sebepleri, ahlak ve iyiniyet kurallarına aykırılık hallerinde doğar.",Kıdem ve İhbar Tazminatı
53.0,csgb/SSS,Uzun süreli rapor alan işçinin iş sözleşmesi bu nedenle feshedilebilir mi?,Haklı Nedenle Fesih ve İstifa
150.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,yeni çıkacak kıdem tazminatı yasası hakkında içerik tam olarak nedir yada çıkacakmı yasa,Kıdem ve İhbar Tazminatı
131.0,csgb/SSS,Hafta içinde raporlu olunması halinde hafta tatili hakkı kaybedilir mi?,Yıllık İzin ve Dinlenme Süreleri
152.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,"Alt işverenin yanında çalışan işçinin işverene karşı yada işverenin alt işverenin işçisine karşı yükümlülüğü varmıdır,bir kaza durumunda işveren o işçiden sorumlu tutulurmu ?",İş Sağlığı ve Güvenliği
104.0,csgb/SSS,"Sözleşmede haftalık 40 saat çalışacağı belirtilen bir işçi, işveren tarafından haftada 44 saat çalıştırılıyor ise ücreti ne kadar zamlı ödenmelidir?","Ücret, Fazla Mesai ve Yan Haklar"
100.0,csgb/SSS,İşverenin işçiden 3 gündelik kadar ücret kesinti yapması yasaya uygun mudur?,"Ücret, Fazla Mesai ve Yan Haklar"
117.0,csgb/SSS,İşçi özel istihdam bürosu aracılığıyla geçici iş ilişkisi kapsamında ne kadar süreyle görevlendirilebilir?,Genel Bilgilendirme ve Diğer
88.0,csgb/SSS,Çalışma koşullarında yapılan değişiklikler geçmişe etkili olarak yürürlüğe konulur mu?,Mobbing ve Çalışma Koşulları
75.0,csgb/SSS,"1 yıl 2 ay önce evlenen kadın işçi, işten ayrılırsa kıdem tazminatı alabilir mi?",Kıdem ve İhbar Tazminatı
122.0,csgb/SSS,İş sözleşmesinin işçi tarafından derhal feshi ne demektir?,Haklı Nedenle Fesih ve İstifa
169.0,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,Sözleşmeli özel sektör çalışanı biriyim. Yıl bitimi itibariyle bulunduğum proje el değiştirdi ve haklarımız yeni sahiplerine devredildi. Devir kağıdını imzaladık ama memnun değilim. Tazminat hakkımı alma şansım var mı acaba?,Kıdem ve İhbar Tazminatı
21.0,Madde 1,"Bu Kanunun amacı işverenler ile bir iş sözleşmesine dayanarak çalıştırılan işçilerin çalışma şartları ve çalışma ortamına ilişkin hak ve sorumluluklarını düzenlemektir. Bu Kanun, 4 üncü Maddedeki istisnalar dışında kalan bütün işyerlerine, bu işyerlerinin işverenleri ile işveren vekillerine ve işçilerine faaliyet konularına bakılmaksızın uygulanır. İşyerleri, işverenler, işveren vekilleri ve işçiler, 3 üncü maddedeki bildirim gününe bakılmaksızın bu Kanun hükümleri ile bağlı olurlar.",Genel Bilgilendirme ve Diğer
72.0,csgb/SSS,Toptan ödeme almak amacıyla işten ayrılan işçi kıdem tazminatına hak kazanır mı?,Kıdem ve İhbar Tazminatı
107.0,csgb/SSS,İşveren fazla saatlerle çalışma için işçinin onayını almalı mıdır?,Mobbing ve Çalışma Koşulları
15.0,Ek Madde 2,"İşçiye; evlenmesi veya evlat edinmesi ya da ana veya babasının, eşinin, kardeşinin, çocuğunun ölümü hâlinde üç gün, eşinin doğum yapması hâlinde ise beş gün ücretli izin verilir. İşçilerin en az yüzde yetmiş oranında engelli veya süreğen hastalığı olan çocuğunun tedavisinde, hastalık raporuna dayalı olarak ve çalışan ebeveynden sadece biri tarafından kullanılması kaydıyla, bir yıl içinde toptan veya bölümler hâlinde on güne kadar ücretli izin verilir",Yıllık İzin ve Dinlenme Süreleri
93.0,csgb/SSS,8 işçi çalıştıran işveren ücretleri banka kanalıyla ödeme yükümlülüğüne tabii midir?,"Ücret, Fazla Mesai ve Yan Haklar"
103.0,csgb/SSS,"Haftada 3 saat fazla çalışma yaptırılan işçiye, ücreti nasıl ödenmelidir?","Ücret, Fazla Mesai ve Yan Haklar"
,,Danışmak istediğim konu şu: İşçi iş sözleşmesini 4857 sayılı İş Kanunu’nun 24 üncü maddesi uyarınca feshederse kıdem tazminatına hak kazanılır mı?,Kıdem ve İhbar Tazminatı
,,Danışmak istediğim konu şu: Mevsimlik bir işte çalışan işçinin yıllık izin hakkı var mıdır?,Yıllık İzin ve Dinlenme Süreleri
,,"Danışmak istediğim konu şu: İşverenin haklı nedenle derhal fesih hakkı; işçinin hırsızlık, devamsızlık veya iş güvenliğini tehlikeye düşürmesi hallerinde doğar.",Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: İşçi ücretlerinin ne kadarlık tutarı bankaya yatırılmalıdır?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Yıl içinde alınan mazeret izinlerini işveren yıllık izin hakkından düşebilir mi?",Yıllık İzin ve Dinlenme Süreleri
,,Danışmak istediğim konu şu: Ustanın işini yapan işçi daha fazla ücret talep edebilme hakkına sahipmidir ?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: İşverenin 2 ay boyunca ücret ödememesi yasal mıdır?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: İşyeri devredilen işçinin devirden önceki alacaklarından yeni şirket mi eski şirket mi sorumludur?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Hukuki olarak öğrenmek istediğim bir durum var: İşverenin işçiye veya ailesine karşı şeref ve haysiyet kırıcı sözler söylemesi haklı fesih nedenidir.,Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Mahkeme işe iade kararı verirse işçinin kaç gün içerisinde işverene başvurması gerekir?",İşe İade ve İş Güvencesi
,,İş yerinde şöyle bir sorun yaşıyorum: Hak kazanılması durumunda yıllık izin hakkı ne zaman kullanılabilir?,Yıllık İzin ve Dinlenme Süreleri
,,Bir sorum olacaktı; Ücretin ne kadarı haczedilebilir veya başkasına devir temlik edilebilir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Ücretler hangi aralıklarla ve hangi oranlarda artırılmalıdır?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Sendika üyeliği veya çalışma saatleri dışında sendikal faaliyetlere katılmak fesih için geçerli bir sebep oluşturmaz.",İşe İade ve İş Güvencesi
,,İş yerinde şöyle bir sorun yaşıyorum: İşverenin iş sözleşmesini derhal feshetmesini gerektirecek sağlık sebepleri nelerdir?,Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: Aşağıda belirtilen işlerde ve iş ilişkilerinde bu Kanun hükümleri uygulanmaz; a) Deniz ve hava taşıma işlerinde, b) 50'den az işçi çalıştırılan (50 dahil) tarım ve orman işlerinin yapıldığı işyerlerinde veya işletmelerinde, c) Aile ekonomisi sınırları içinde kalan tarımla ilgili her çeşit yapı işleri, d) Bir ailenin üyeleri ve 3 üncü dereceye kadar (3 üncü derece dahil) hısımları arasında dışardan başka biri katılmayarak evlerde ve el sanatlarının yapıldığı işlerde, e) Ev hizmetlerinde, f) (…)4 çıraklar hakkında, g) Sporcular hakkında",Genel Bilgilendirme ve Diğer
,,"Hukuki olarak öğrenmek istediğim bir durum var: Genel çalışma süresinin 45 saat olarak belirlendiği bir işyerinde, haftada 44 saat çalışma yaptıran işveren fazla çalışma ücreti ödemeli midir?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Bir sorum olacaktı; Ben bir firmada 11 yıldır çalışıyorum
 başka bir iş buldum , istifa ettiğim zaman hiç hak talep edemiyorum dimi ?",Haklı Nedenle Fesih ve İstifa
,,Hukuki olarak öğrenmek istediğim bir durum var: Ücreti zamanında ödenmediği için iş görmekten kaçınan işçinin iş sözleşmesi feshedilir mi?,Mobbing ve Çalışma Koşulları
,,"Danışmak istediğim konu şu: İşyerinde işe başladığı günden itibaren, deneme süresi de içinde olmak üzere, en az bir yıl çalışmış olan işçilere yıllık ücretli izin verilir. Yıllık ücretli izin hakkından vazgeçilemez. Niteliklerinden ötürü bir yıldan az süren mevsimlik veya kampanya işlerinde çalışanlara bu Kanunun yıllık ücretli izinlere ilişkin hükümleri uygulanmaz",Yıllık İzin ve Dinlenme Süreleri
,,Hukuki olarak öğrenmek istediğim bir durum var: İşyerinde çırak olarak çalışan bir kişi işten ayrılması durumunda kıdem tazminatı alabilir mi?,Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: Ara dinlenmesi süresi ne kadar olmalıdır?,Yıllık İzin ve Dinlenme Süreleri
,,"Merhabalar, şverence geçerli sebep gösterilmediği veya gösterilen sebebin geçerli olmadığı mahkemece veya özel hakem tarafından tespit edilerek feshin geçersizliğine karar verildiğinde, işveren, işçiyi bir ay içinde işe başlatmak zorundadır. İşçiyi başvurusu üzerine işveren bir ay içinde işe başlatmaz ise, işçiye en az dört aylık ve en çok sekiz aylık ücreti tutarında tazminat ödemekle yükümlü olur. Mahkeme veya özel hakem feshin geçersizliğine karar verdiğinde, işçinin işe başlatılmaması halinde ödenecek tazminat miktarını da belirler. Kararın kesinleşmesine kadar çalıştırılmadığı süre için işçiye en çok dört aya kadar doğmuş bulunan ücret ve diğer hakları ödenir.",İşe İade ve İş Güvencesi
,,Hukuki olarak öğrenmek istediğim bir durum var: İşçinin ücreti kanun veya sözleşme şartlarına uygun hesaplanmaz veya ödenmezse işçi haklı nedenle istifa edebilir.,Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: 10.000 TL net ücret alan bir çalışanın, kıdem tazminatına esas ücreti ne kadardır?",Kıdem ve İhbar Tazminatı
,,"Danışmak istediğim konu şu: İşçinin kendi isteği veya savsaması yüzünden işin güvenliğini tehlikeye düşürmesi, işyerinin malı olan veya malı olmayıp da eli altında bulunan makineleri, tesisatı veya başka eşya ve maddeleri otuz günlük ücretinin tutarıyla ödeyemeyecek derecede hasara ve kayba uğratması durumunda ilgili işveren tarafından derhal fesih nasıl yapılır?",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; İşçi işe iade davasını kazandıktan sonra işveren tarafından işe başlatılmazsa, peşin ödenen ihbar tazminatı ve kıdem tazminatı bu alacaklardan mahsup edilir.",İşe İade ve İş Güvencesi
,,"İş yerinde şöyle bir sorun yaşıyorum: Kısmi süreli çalışan işçiye, tam süreli çalışan emsal işçiye göre çalışma süresiyle orantılı olmayan farklı bir işlem yapılması mobbing belirtisi sayılabilir.",Mobbing ve Çalışma Koşulları
,,Bir sorum olacaktı; Derhal fesih hakkını kullanma süresi (6 iş günü).,Kıdem ve İhbar Tazminatı
,,Hukuki olarak öğrenmek istediğim bir durum var: İşverenin bayram sonrası verdiği izin karşılığı telafi çalışması yaptırması mümkün müdür?,Genel Bilgilendirme ve Diğer
,,"İş yerinde şöyle bir sorun yaşıyorum: İşçinin onayı alınmadan, holding bünyesindeki başka bir işyerinde geçici olarak görevlendirilmesi çalışma koşullarında değişiklik sayılır.",Mobbing ve Çalışma Koşulları
,,Hukuki olarak öğrenmek istediğim bir durum var: Çalışanın kendisine önerilen yeni pozisyonu kabul etmemesi durumunda işverenin yaptırım hakkı doğar mı?,Mobbing ve Çalışma Koşulları
,,Bir sorum olacaktı; Grev ve lokavtın uygulanması sırasında geçici işçi çalıştıran işveren işçi çalıştırabilir mi?,Genel Bilgilendirme ve Diğer
,,Bir sorum olacaktı; Ücreti ödenmeyen işçi iş görmekten kaçınabilir mi?,Mobbing ve Çalışma Koşulları
,,"Bir sorum olacaktı; Bu Kanun kapsamına giren işyerlerinde çalışan işçilere, kanunlarda ulusal bayram ve genel tatil günü olarak kabul edilen günlerde çalışmazlarsa, bir iş karşılığı olmaksızın o günün ücretleri tam olarak, tatil yapmayarak çalışırlarsa ayrıca çalışılan her gün için bir günlük ücreti ödenir. Yüzde usulünün uygulandığı işyerlerinde işçilerin ulusal bayram ve genel tatil ücretleri işverence işçiye ödenir.","Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: İşçiden ücret kesme cezası yoluyla kesilen para ne yapılmalıdır?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Danışmak istediğim konu şu: Geçici iş ilişkisi nedir?,Genel Bilgilendirme ve Diğer
,,"Merhabalar, Belirsiz süreli iş sözleşmelerinin feshinden önce durumun diğer tarafa bildirilmesi gerekir. Bildirim şartına uymayan taraf, ihbar tazminatı öder.",Kıdem ve İhbar Tazminatı
,,Hukuki olarak öğrenmek istediğim bir durum var: İş sözleşmesinin işveren tarafından derhal feshi ne demektir?,Haklı Nedenle Fesih ve İstifa
,,Hukuki olarak öğrenmek istediğim bir durum var: Geçici işçi çalıştıran işverenin yükümlülükleri nelerdir?,Genel Bilgilendirme ve Diğer
,,"Hukuki olarak öğrenmek istediğim bir durum var: Tatil günlerinde çalışan bir işçinin, bu çalışma karşılığındaki ücreti nasıl hesaplanmaktadır?","Ücret, Fazla Mesai ve Yan Haklar"
,,Hukuki olarak öğrenmek istediğim bir durum var: Evlilik nedeniyle istifa eden kadın işçi kıdem tazminatı alabilir mi?,Kıdem ve İhbar Tazminatı
,,Hukuki olarak öğrenmek istediğim bir durum var: Hangi işlerde geçici iş ilişkisi gerçekleşmez?,Genel Bilgilendirme ve Diğer
,,Bir sorum olacaktı; İşyerinde başka bir işçi tarafından cinsel tacize uğrayan işçinin durumu bildirmesine rağmen önlem alınmazsa fesih hakkı doğar.,Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Geçici iş ilişkisi kurulan işveren, işçiye talimat verme yetkisine sahiptir ancak işçinin temel çalışma koşullarını korumakla yükümlüdür.",Mobbing ve Çalışma Koşulları
,,İş yerinde şöyle bir sorun yaşıyorum: Geçici iş ilişkisinde işçinin yükümlülükleri nelerdir?,Genel Bilgilendirme ve Diğer
,,Hukuki olarak öğrenmek istediğim bir durum var: İşçinin sağlığı için işin yapılması tehlikeli olursa işçi sözleşmeyi haklı nedenle derhal feshedebilir.,Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; İş sözleşmesi, bir tarafın (işçi) bağımlı olarak iş görmeyi, diğer tarafın (işveren) da ücret ödemeyi üstlenmesinden oluşan sözleşmedir. İş sözleşmesi, Kanunda aksi belirtilmedikçe, özel bir şekle tâbi değildir. Süresi bir yıl ve daha fazla olan iş sözleşmelerinin yazılı şekilde yapılması zorunludur. Bu belgeler damga vergisi ve her çeşit resim ve harçtan muaftır. Yazılı sözleşme yapılmayan hallerde işveren işçiye en geç iki ay içinde genel ve özel çalışma koşullarını, günlük ya da haftalık çalışma süresini, temel ücreti ve varsa ücret eklerini, ücret ödeme dönemini, süresi belirli ise sözleşmenin süresini, fesih halinde tarafların uymak zorunda oldukları hükümleri gösteren yazılı bir belge vermekle yükümlüdür. Süresi bir ayı geçmeyen belirli süreli iş sözleşmelerinde bu fıkra hükmü uygulanmaz. İş sözleşmesi iki aylık süre dolmadan sona ermiş ise, bu bilgilerin en geç sona erme tarihinde işçiye yazılı olarak verilmesi zorunludur.",Genel Bilgilendirme ve Diğer
,,"Merhabalar, İşçinin iş sözleşmesini derhal feshetmesini gerektirecek ahlak ve iyi niyet kurallarına uymayan haller ve benzerleri nelerdir?",Haklı Nedenle Fesih ve İstifa
,,İş yerinde şöyle bir sorun yaşıyorum: Kıdem tazminatında her yıl için ödenecek 30 günlük ücret artırılabilir mi?,Kıdem ve İhbar Tazminatı
,,"Merhabalar, Daha önceki hizmetinden dolayı kıdem tazminatı alan işçi, tekrar aynı işyerinde çalışmaya devam ederse, daha önceki süre için tekrar kıdem tazminatı alabilir mi?",Kıdem ve İhbar Tazminatı
